x1,x2,x3,x4,x5,x6,y
7934.5,0,0,87.526,1.4435,0.2929,2.4424
7935,0,0,87.7324,1.511,0.2775,2.4864
7935.5,0,0,87.8185,1.6022,0.2926,2.4618
7936,0,0,88.6085,1.6757,0.3451,2.439
7936.5,0,0,88.737,1.6676,0.3357,2.4388
7937,0,0,88.609,1.5483,0.2956,2.4585
7937.5,0,0,88.0712,1.4776,0.2815,2.4952
7938,0,0,87.6949,1.3316,0.2748,2.5156
7938.5,0,0,88.2032,1.4064,0.2746,2.5068
7939,0,0,88.4382,1.4728,0.2703,2.4718
7939.5,0,0,88.176,1.4548,0.282,2.4424
7940,0,0,88.7654,1.2688,0.2959,2.4816
7940.5,0,0,88.0892,1.3301,0.2943,2.5366
7941,0,0,88.4089,1.5145,0.2996,2.494
7941.5,0,0,88.1866,1.5499,0.2962,2.477
7942,0,0,86.9028,1.327,0.2923,2.5115
7942.5,0,0,84.8961,1.3386,0.301,2.5317
7943,0,0,81.8038,1.3968,0.3144,2.4962
7943.5,0,0,80.6896,1.4131,0.3248,2.5285
7944,0,0,80.5868,1.3491,0.3156,2.5466
7944.5,0,0,81.2955,1.6477,0.2844,2.4322
7945,0,0,83.3135,2.1452,0.2411,2.6285
7945.5,0,0,86.5548,1.6679,0.2313,2.665
7946,0,0,89.7567,1.4104,0.269,2.4653
7946.5,0,0,89.7461,1.3416,0.3079,2.533
7947,0,0,90.8117,1.2885,0.3151,2.5045
7947.5,0,0,92.0657,1.3452,0.2992,2.495
7948,0,0,92.6374,1.4205,0.3076,2.4755
7948.5,0,0,92.5163,1.5258,0.362,2.4578
7949,0,0,92.4076,1.6546,0.3843,2.4557
7949.5,0,0,91.9805,1.6661,0.3782,2.4328
7950,0,0,92.2991,1.4811,0.3492,2.4282
7950.5,0,0,90.2752,1.5111,0.352,2.44
7951,0,0,88.2113,1.599,0.3677,2.4208
7951.5,0,0,87.1771,1.4798,0.3444,2.4781
7952,0,0,87.5973,1.4246,0.3454,2.4578
7952.5,0,0,87.5283,1.3524,0.3285,2.443
7953,0,0,87.3937,1.4559,0.3147,2.5092
7953.5,0,0,86.0986,1.4747,0.2633,2.7041
7954,0,0,86.9785,1.4429,0.2742,2.5032
7954.5,0,0,87.0253,1.3877,0.3049,2.4646
7955,0,0,86.5,1.4121,0.3857,2.5088
7955.5,0,0,86.5693,1.6962,0.372,2.5058
7956,0,0,87.3631,1.6395,0.3127,2.6029
7956.5,0,0,88.7364,1.5038,0.2948,2.5114
7957,0,0,88.9247,1.432,0.2887,2.4868
7957.5,0,0,88.7056,1.4423,0.3036,2.493
7958,0,0,89.3885,1.3477,0.2925,2.4803
7958.5,0,0,88.6928,1.3398,0.3503,2.4981
7959,0,0,87.8523,1.3139,0.3348,2.512
7959.5,0,0,89.1557,1.3876,0.3303,2.5503
7960,0,0,90.1357,1.4451,0.3108,2.4714
7960.5,0,0,90.7828,1.4017,0.3477,2.481
7961,0,0,90.3357,1.3562,0.3451,2.4739
7961.5,0,0,89.455,1.439,0.3655,2.543
7962,0,0,89.7982,1.3588,0.3579,2.5144
7962.5,0,0,89.6902,1.2669,0.3527,2.4594
7963,0,0,89.0441,1.3948,0.3455,2.4876
7963.5,0,0,91.1181,1.6033,0.3266,2.4407
7964,0,0,90.7774,1.4979,0.3522,2.4817
7964.5,0,0,92.2768,1.3786,0.3552,2.4405
7965,0,0,91.3529,1.3862,0.4106,2.4573
7965.5,0,0,90.3957,1.332,0.363,2.4623
7966,0,0,90.2535,1.3795,0.347,2.4939
7966.5,0,0,89.5627,1.4446,0.3207,2.5751
7967,0,0,89.4187,1.3425,0.3142,2.5117
7967.5,0,0,89.9311,1.3941,0.2936,2.5557
7968,0,0,89.8085,1.4491,0.2889,2.4983
7968.5,0,0,90.314,1.4861,0.3171,2.4981
7969,0,0,91.2911,1.4186,0.3023,2.5064
7969.5,0,0,91.8365,1.4449,0.3092,2.5168
7970,0,0,92.625,1.5426,0.31,2.4888
7970.5,0,0,93.2219,1.446,0.3397,2.485
7971,0,0,93.8107,1.465,0.3318,2.5101
7971.5,0,0,93.2191,1.527,0.3375,2.46
7972,0,0,92.8615,1.3675,0.3406,2.4577
7972.5,0,0,90.6512,1.3259,0.3383,2.4872
7973,0,0,87.351,1.3675,0.3062,2.4619
7973.5,0,0,82.1658,1.3204,0.3082,2.4699
7974,0,0,79.6034,1.254,0.3258,2.5135
7974.5,0,0,76.515,1.4267,0.326,2.6445
7975,0,0,75.6701,1.5422,0.2969,2.5773
7975.5,0,0,73.7393,1.413,0.2471,2.6827
7976,0,0,72.4352,1.166,0.2187,2.727
7976.5,0,0,69.4778,1.1216,0.2397,2.7083
7977,0,0,63.9226,1.3684,0.2482,2.5857
7977.5,0,0,58.3152,1.6497,0.228,2.6569
7978,0,0,55.5225,1.9324,0.1716,2.7303
7978.5,0,0,53.492,1.9498,0.1282,2.7546
7979,0,0,52.8664,2.149,0.0994,2.7641
7979.5,0,0,53.9179,2.5399,0.0822,2.7916
7980,0,0,56.1915,3.284,0.0596,2.7475
7980.5,0,0,61.422,3.2536,0.0438,2.7214
7981,0,0,64.9968,2.6358,0.0376,2.7167
7981.5,0,0,68.6724,1.8496,0.052,2.7558
7982,0,0,71.8913,1.4086,0.0861,2.739
7982.5,0,0,74.1633,1.1463,0.1414,2.6873
7983,0,0,75.7135,1.0386,0.1894,2.64
7983.5,0,0,74.0899,1.3369,0.2261,2.6446
7984,0,0,74.7796,1.4896,0.2175,2.6714
7984.5,0,0,77.5946,1.3443,0.2035,2.6321
7985,0,0,79.5204,1.1797,0.2076,2.5848
7985.5,0,0,82.9446,1.2862,0.2238,2.698
7986,0,0,85.9875,1.3807,0.2198,2.8289
7986.5,0,0,89.3843,1.2253,0.2395,2.5939
7987,0,0,91.7169,1.3837,0.2782,2.5024
7987.5,0,0,90.5876,1.3957,0.3297,2.4839
7988,0,0,89.6445,1.3958,0.3411,2.4427
7988.5,0,0,87.1038,1.4026,0.3667,2.4651
7989,0,0,85.4375,1.4938,0.3672,2.4462
7989.5,0,0,85.3155,1.6291,0.3705,2.4629
7990,0,0,87.0696,1.5841,0.3242,2.6239
7990.5,0,0,89.0433,1.6251,0.2728,2.5122
7991,0,0,93.1063,1.6882,0.2757,2.4787
7991.5,0,0,93.7071,1.6654,0.2788,2.4354
7992,0,0,93.8697,1.5946,0.3215,2.4002
7992.5,0,0,92.6446,1.5375,0.3375,2.4247
7993,0,0,92.1281,1.4631,0.3377,2.436
7993.5,0,0,92.0943,1.4908,0.3608,2.4566
7994,0,0,92.9695,1.4406,0.3514,2.5113
7994.5,0,0,93.2587,1.3884,0.3883,2.4724
7995,0,0,93.1793,1.3994,0.3666,2.4526
7995.5,0,0,92.9415,1.4764,0.3856,2.4488
7996,0,0,93.6239,1.4353,0.3616,2.4
7996.5,0,0,92.4794,1.3521,0.3815,2.428
7997,0,0,92.1565,1.3815,0.3685,2.438
7997.5,0,0,91.6887,1.4194,0.3977,2.4275
7998,0,0,91.6419,1.3514,0.3947,2.4427
7998.5,0,0,91.5265,1.3001,0.3276,2.4679
7999,0,0,91.5401,1.35,0.3099,2.4813
7999.5,0,0,91.1119,1.2963,0.2781,2.4837
8000,0,0,91.4867,1.2208,0.2931,2.5032
8000.5,0,0,90.3449,1.3152,0.2743,2.4979
8001,0,0,90.3599,1.3623,0.2959,2.5006
8001.5,0,0,90.9831,1.2412,0.3005,2.5201
8002,0,0,92.1286,1.2261,0.2929,2.4848
8002.5,0,0,92.2039,1.3229,0.2765,2.4736
8003,0,0,92.1023,1.3811,0.2821,2.4476
8003.5,0,0,91.8448,1.309,0.2788,2.496
8004,0,0,91.8925,1.1805,0.2924,2.5128
8004.5,0,0,91.6297,1.1944,0.294,2.5074
8005,0,0,91.6853,1.315,0.3128,2.5263
8005.5,0,0,91.6581,1.359,0.3129,2.5585
8006,0,0,91.9613,1.2917,0.3098,2.517
8006.5,0,0,92.4595,1.2905,0.3137,2.5129
8007,0,0,92.8778,1.3505,0.3368,2.5086
8007.5,0,0,93.122,1.3682,0.353,2.4834
8008,0,0,90.7215,1.3029,0.3556,2.4905
8008.5,0,0,89.8843,1.2063,0.3789,2.4906
8009,0,0,89.6598,1.1321,0.3662,2.4898
8009.5,0,0,89.6305,1.1934,0.3195,2.4955
8010,0,0,88.9933,1.2934,0.3025,2.497
8010.5,0,0,88.7536,1.3183,0.2755,2.5871
8011,0,0,89.9569,1.1966,0.2661,2.6252
8011.5,0,0,90.0212,1.2497,0.289,2.5076
8012,0,0,89.5383,1.4002,0.3226,2.469
8012.5,0,0,88.9179,1.3298,0.3505,2.5442
8013,0,0,88.3545,1.1969,0.3324,2.5662
8013.5,0,0,89.5194,1.2652,0.3393,2.4844
8014,0,0,90.7721,1.4264,0.3376,2.4936
8014.5,0,0,91.635,1.3866,0.3414,2.4372
8015,0,0,92.1191,1.2372,0.3557,2.49
8015.5,0,0,92.1153,1.1924,0.3508,2.4796
8016,0,0,92.4473,1.2346,0.3529,2.4532
8016.5,0,0,93.0147,1.374,0.3533,2.4369
8017,0,0,92.8575,1.3167,0.3556,2.5463
8017.5,0,0,93.5927,1.1959,0.3333,2.4785
8018,0,0,93.9041,1.3079,0.3529,2.4856
8018.5,0,0,94.1306,1.3637,0.3444,2.4749
8019,0,0,92.9747,1.2807,0.3181,2.4666
8019.5,0,0,91.5886,1.203,0.3448,2.4591
8020,0,0,89.3996,1.2077,0.3486,2.4698
8020.5,0,0,85.0359,1.3033,0.3373,2.4493
8021,0,0,81.9109,1.2444,0.3131,2.4785
8021.5,0,0,79.7707,1.3512,0.2872,2.5018
8022,0,0,80.274,1.5662,0.2649,2.5256
8022.5,0,0,82.0534,1.6132,0.2368,2.4914
8023,0,0,84.4226,1.8343,0.2495,2.6616
8023.5,0,0,88.1253,1.6111,0.2327,2.6975
8024,0,0,90.0011,1.2893,0.2575,2.561
8024.5,0,0,91.3373,1.2159,0.304,2.4931
8025,0,0,90.7454,1.2147,0.3602,2.4892
8025.5,0,0,89.5136,1.1107,0.3527,2.5398
8026,0,0,90.29,1.0848,0.3319,2.5275
8026.5,0,0,89.8748,1.1304,0.3182,2.471
8027,0,0,89.9021,1.1645,0.3158,2.4838
8027.5,0,0,90.1773,1.2626,0.292,2.5366
8028,0,0,90.1827,1.1596,0.293,2.6516
8028.5,0,0,90.3807,1.0959,0.2897,2.5464
8029,0,0,89.8814,1.2162,0.3474,2.4971
8029.5,0,0,89.8484,1.1777,0.3736,2.4818
8030,0,0,89.7167,1.208,0.3302,2.5539
8030.5,0,0,91.3635,1.1216,0.2875,2.664
8031,0,0,91.895,1.1318,0.2872,2.5452
8031.5,0,0,91.6178,1.1562,0.3491,2.5125
8032,0,0,91.9105,1.1855,0.3423,2.5483
8032.5,0,0,91.8933,1.1641,0.3141,2.5531
8033,0,0,89.1386,1.14,0.2979,2.5019
8033.5,0,0,87.0912,1.1281,0.3285,2.505
8034,0,0,85.9013,1.1088,0.3372,2.4963
8034.5,0,0,85.3124,1.1652,0.3197,2.5214
8035,0,0,85.4928,1.2834,0.3092,2.5057
8035.5,0,0,85.1636,1.5317,0.2833,2.5399
8036,0,0,87.1402,1.3162,0.2349,2.6589
8036.5,0,0,88.4628,1.1332,0.2483,2.5542
8037,0,0,88.1196,1.2239,0.2692,2.5026
8037.5,0,0,88.319,1.4126,0.313,2.4978
8038,0,0,89.069,1.5858,0.2987,2.5123
8038.5,0,0,90.0453,1.604,0.2779,2.6197
8039,0,0,91.6566,1.2937,0.2749,2.5498
8039.5,0,0,92.5938,1.3141,0.2714,2.4997
8040,0,0,91.3492,1.4154,0.3096,2.471
8040.5,0,0,91.1152,1.3465,0.3329,2.5157
8041,0,0,90.7966,1.2822,0.3395,2.5238
8041.5,0,0,90.5553,1.3642,0.3296,2.4945
8042,0,0,90.4444,1.3457,0.3437,2.497
8042.5,0,0,90.2305,1.2835,0.3371,2.4811
8043,0,0,89.978,1.3777,0.3573,2.4969
8043.5,0,0,89.8088,1.374,0.33,2.4855
8044,0,0,89.5962,1.2787,0.3412,2.4758
8044.5,0,0,88.3771,1.2789,0.3578,2.5214
8045,0,0,87.9884,1.3808,0.3532,2.4876
8045.5,0,0,88.5826,1.3995,0.3433,2.4841
8046,0,0,88.1863,1.3438,0.312,2.4905
8046.5,0,0,88.2525,1.3615,0.307,2.5163
8047,0,0,88.8476,1.4174,0.3263,2.5292
8047.5,0,0,89.5188,1.3197,0.3172,2.537
8048,0,0,90.4592,1.2966,0.3419,2.4901
8048.5,0,0,90.4648,1.3692,0.3051,2.5054
8049,0,0,90.4557,1.3526,0.3074,2.5346
8049.5,0,0,91.1531,1.3949,0.2835,2.4831
8050,0,0,91.3803,1.3248,0.3291,2.5146
8050.5,0,0,91.8148,1.3901,0.3549,2.4997
8051,0,0,91.2362,1.3858,0.3592,2.4792
8051.5,0,0,90.8688,1.3313,0.3349,2.4827
8052,0,0,90.8439,1.3138,0.3211,2.4788
8052.5,0,0,90.2563,1.266,0.3284,2.501
8053,0,0,90.1308,1.2863,0.3678,2.5124
8053.5,0,0,90.0439,1.3961,0.3632,2.5194
8054,0,0,89.9882,1.2827,0.3244,2.5643
8054.5,0,0,90.2074,1.1843,0.2997,2.5533
8055,0,0,90.3134,1.1656,0.3049,2.5776
8055.5,0,0,90.2183,1.3708,0.3124,2.5017
8056,0,0,91.2159,1.393,0.3177,2.5065
8056.5,0,0,91.944,1.2329,0.3154,2.5398
8057,0,0,91.8024,1.1718,0.3483,2.5253
8057.5,0,0,92.1053,1.3425,0.3367,2.4747
8058,0,0,92.0357,1.4199,0.3422,2.4756
8058.5,0,0,91.8722,1.2462,0.3041,2.5118
8059,0,0,91.1872,1.2363,0.2832,2.4803
8059.5,0,0,91.2401,1.348,0.2704,2.4596
8060,0,0,90.7742,1.3748,0.2903,2.4858
8060.5,0,0,90.638,1.3129,0.3027,2.5002
8061,0,0,91.0931,1.2895,0.3184,2.4762
8061.5,0,0,89.8837,1.2753,0.3146,2.5065
8062,0,1,92.1489,1.2675,0.2995,2.5192
8062.5,0,1,81.8617,1.2255,0.3214,2.5087
8063,0,1,79.394,1.1754,0.3258,2.5161
8063.5,0,1,80.3496,1.3423,0.3653,2.5453
8064,0,1,80.0976,1.8249,0.3019,2.6305
8064.5,1,0,79.2642,2.4286,0.1995,2.7282
8065,1,0,84.9528,1.7058,0.1404,2.7316
8065.5,1,0,86.2695,1.2004,0.1446,2.6908
8066,1,0,87.666,1.0598,0.2202,2.5477
8066.5,1,0,88.515,1.0565,0.3013,2.654
8067,1,0,88.1573,0.8989,0.3886,2.2864
8067.5,1,0,88.0988,1.1686,0.3386,2.3593
8068,1,0,89.5974,1.1733,0.3232,2.6783
8068.5,1,0,89.3697,1.1788,0.2948,2.5791
8069,1,0,90.0727,1.1649,0.3152,2.5215
8069.5,1,0,90.2984,1.2402,0.3437,2.5114
8070,1,0,90.0126,1.3056,0.372,2.5226
8070.5,1,0,90.0043,1.3315,0.3784,2.505
8071,0,1,88.3628,1.2555,0.3812,2.494
8071.5,0,1,87.5983,1.2823,0.387,2.5084
8072,0,1,86.6871,1.4421,0.3558,2.5154
8072.5,0,1,86.1124,1.4122,0.3082,2.5013
8073,0,1,85.9882,1.4374,0.3061,2.4889
8073.5,0,0,86.8961,1.594,0.2894,2.5284
8074,0,0,87.7806,1.4637,0.2825,2.5923
8074.5,0,0,88.9571,1.3905,0.2856,2.5454
8075,0,0,89.88,1.495,0.3049,2.4988
8075.5,0,0,89.7757,1.4009,0.3181,2.482
8076,0,0,89.1868,1.3412,0.3135,2.4759
8076.5,0,0,89.0501,1.4681,0.3235,2.4805
8077,0,0,88.1264,1.4459,0.3084,2.4503
8077.5,0,0,86.4302,1.3664,0.3099,2.4764
8078,0,0,86.2223,1.4237,0.2911,2.4779
8078.5,0,0,85.9933,1.4518,0.3016,2.5128
8079,0,0,86.4142,1.3628,0.3116,2.4798
8079.5,0,0,87.3791,1.2821,0.2912,2.4936
8080,0,0,87.642,1.4,0.2811,2.6374
8080.5,0,0,87.8859,1.5159,0.2807,2.5126
8081,0,0,86.9394,1.4205,0.2964,2.4844
8081.5,0,0,86.9715,1.3524,0.305,2.496
8082,0,0,86.6196,1.4372,0.3174,2.5103
8082.5,0,0,86.2289,1.4439,0.3365,2.5107
8083,0,0,86.4625,1.3255,0.3215,2.4974
8083.5,0,0,87.9776,1.3432,0.3198,2.5027
8084,0,0,88.3388,1.4237,0.3059,2.5384
8084.5,0,0,88.4185,1.4149,0.3058,2.5263
8085,0,0,88.2732,1.3741,0.3245,2.4943
8085.5,0,0,88.0207,1.4244,0.3401,2.4997
8086,0,0,88.2076,1.382,0.3228,2.5234
8086.5,0,0,88.2348,1.2407,0.3194,2.5505
8087,0,0,87.0983,1.2611,0.3003,2.5837
8087.5,0,0,83.2639,1.2983,0.3149,2.5403
8088,0,0,80.5526,1.4084,0.313,2.4849
8088.5,0,0,77.6673,1.4163,0.345,2.482
8089,0,0,76.3535,1.3249,0.3627,2.4787
8089.5,0,0,76.625,1.6336,0.3288,2.5502
8090,0,0,78.6126,2.3823,0.2461,2.6099
8090.5,0,0,82.198,2.3466,0.2117,2.6325
8091,0,0,86.6671,1.9202,0.2147,2.5948
8091.5,0,0,88.1249,1.5089,0.2547,2.5251
8092,0,0,88.1674,1.4437,0.2845,2.4981
8092.5,0,0,88.2059,1.3515,0.3145,2.4991
8093,0,0,88.1913,1.3113,0.3109,2.4874
8093.5,0,0,86.8896,1.3545,0.3104,2.5047
8094,0,0,84.9751,1.3024,0.3199,2.5366
8094.5,0,0,84.3314,1.2315,0.3236,2.5434
8095,0,0,84.1316,1.3331,0.3371,2.5196
8095.5,0,0,84.5642,1.5659,0.3178,2.4871
8096,0,0,85.0312,1.8464,0.3049,2.4827
8096.5,0,0,85.5427,1.6755,0.2582,2.5236
8097,0,0,85.9212,1.3078,0.229,2.5256
8097.5,0,0,84.2819,1.3588,0.2391,2.5229
8098,0,0,82.1554,1.475,0.2657,2.4883
8098.5,0,0,81.1695,1.4066,0.2845,2.4813
8099,0,0,81.052,1.3755,0.276,2.551
8099.5,0,0,82.2084,1.6396,0.2927,2.5196
8100,0,0,82.5462,1.9787,0.2675,2.6313
8100.5,0,0,85.5378,1.5492,0.2345,2.5991
8101,0,0,87.5016,1.2401,0.2414,2.5668
8101.5,0,0,87.2269,1.2775,0.2677,2.5608
8102,0,0,86.9967,1.4207,0.2784,2.5154
8102.5,0,0,87.1564,1.4604,0.2802,2.5253
8103,0,0,87.212,1.3706,0.2849,2.4881
8103.5,0,0,87.057,1.5163,0.2701,2.5262
8104,0,0,87.1961,1.596,0.2947,2.5281
8104.5,0,0,86.6121,1.3778,0.3091,2.5304
8105,0,0,84.6838,1.4138,0.3186,2.5266
8105.5,0,0,82.177,1.5554,0.2812,2.5169
8106,0,0,81.0837,1.4151,0.2816,2.4985
8106.5,0,0,80.5743,1.3909,0.2788,2.5152
8107,0,0,80.3794,1.6371,0.288,2.5342
8107.5,0,0,80.861,1.5379,0.2484,2.6466
8108,0,0,81.4226,1.45,0.2401,2.5749
8108.5,0,0,79.9699,1.3307,0.2419,2.5482
8109,0,0,76.7991,1.4021,0.2554,2.5204
8109.5,0,0,76.3951,1.5144,0.2574,2.5073
8110,0,0,75.3122,1.5866,0.2375,2.5374
8110.5,0,0,75.9854,1.5756,0.2233,2.5211
8111,0,0,76.0439,1.8491,0.2009,2.583
8111.5,0,0,76.0928,1.483,0.1965,2.6192
8112,0,0,76.7776,1.5915,0.2127,2.5028
8112.5,0,0,76.404,1.3956,0.2368,2.5885
8113,0,0,78.2514,1.3812,0.2532,2.5726
8113.5,0,0,80.4393,1.6842,0.2531,2.5675
8114,0,0,81.7643,1.8832,0.2249,2.5961
8114.5,0,0,79.7139,1.5797,0.2049,2.5602
8115,0,0,77.0186,1.6839,0.2408,2.4849
8115.5,0,0,76.1913,1.7549,0.2713,2.4713
8116,0,0,76.6066,1.6068,0.3,2.4821
8116.5,0,0,76.66,1.6901,0.2859,2.5248
8117,0,0,79.4647,2.1192,0.2662,2.6369
8117.5,0,0,80.6959,1.8049,0.2294,2.8242
8118,0,0,82.2419,1.5738,0.2313,2.5695
8118.5,0,0,80.5101,1.5404,0.2705,2.5306
8119,0,0,79.7995,1.5635,0.291,2.495
8119.5,0,0,79.7679,1.7789,0.3281,2.5057
8120,0,0,79.5365,1.8329,0.2992,2.5527
8120.5,0,0,79.699,1.6091,0.2686,2.6155
8121,0,0,79.8413,1.4775,0.2175,2.5442
8121.5,0,0,79.2275,1.4783,0.2298,2.5488
8122,0,0,79.9483,1.5151,0.2356,2.546
8122.5,0,0,79.3826,1.5135,0.2639,2.5257
8123,0,0,79.2817,1.8099,0.2525,2.595
8123.5,0,0,80.8757,1.56,0.2368,2.6183
8124,0,0,79.8845,1.5545,0.2394,2.5065
8124.5,0,0,78.1608,1.4994,0.2613,2.4971
8125,0,0,77.5417,1.5397,0.264,2.541
8125.5,0,0,76.7047,1.5023,0.2496,2.5758
8126,0,0,77.4639,1.4474,0.2681,2.5303
8126.5,0,0,78.9001,1.6589,0.2979,2.5284
8127,0,0,79.4648,1.6877,0.2713,2.6545
8127.5,0,0,80.2601,1.3877,0.233,2.6282
8128,0,0,81.4863,1.5028,0.198,2.528
8128.5,0,0,83.2891,1.5647,0.2318,2.5306
8129,0,0,82.1064,1.5242,0.2292,2.5049
8129.5,0,0,80.9645,1.4967,0.2542,2.4977
8130,0,0,78.0806,1.4875,0.2384,2.489
8130.5,0,0,77.3232,1.492,0.2362,2.4837
8131,0,0,76.5689,1.5572,0.2322,2.5143
8131.5,0,0,76.7706,1.7689,0.25,2.4891
8132,0,0,76.3669,1.9762,0.2451,2.648
8132.5,0,0,76.1867,1.7051,0.2328,2.6274
8133,0,0,75.7399,1.6338,0.2433,2.499
8133.5,0,0,72.7356,1.5886,0.2708,2.4954
8134,0,0,70.6176,1.6253,0.2896,2.5014
8134.5,0,0,69.0613,1.7052,0.2644,2.5162
8135,0,0,68.3845,2.2498,0.2255,2.6396
8135.5,0,0,69.0131,2.5363,0.1654,2.8412
8136,0,0,70.5255,1.8699,0.1435,2.7134
8136.5,0,0,73.3051,1.5677,0.1598,2.579
8137,0,0,72.8529,1.6253,0.1971,2.5483
8137.5,0,0,74.2182,2.1148,0.2097,2.5503
8138,0,0,75.8577,1.9834,0.1842,2.6197
8138.5,0,0,78.862,1.6126,0.1744,2.584
8139,0,0,81.4066,1.5566,0.1976,2.5296
8139.5,0,0,81.7563,1.5817,0.2313,2.5053
8140,0,0,83.0251,1.6809,0.2472,2.4837
8140.5,0,0,83.8219,1.7108,0.2392,2.4923
8141,0,0,82.9225,1.7017,0.2373,2.4748
8141.5,0,0,79.084,1.6996,0.2615,2.4937
8142,0,0,78.3185,1.6716,0.2878,2.4806
8142.5,0,0,77.1316,1.6975,0.2962,2.4788
8143,0,0,74.9971,1.6886,0.2905,2.4519
8143.5,0,0,74.6348,2.136,0.2368,2.5325
8144,0,0,75.6361,1.869,0.1977,2.7141
8144.5,0,0,79.5615,1.6588,0.204,2.5407
8145,0,0,80.3809,1.8556,0.2276,2.519
8145.5,0,0,81.9718,1.9271,0.2177,2.5623
8146,0,0,82.1562,1.7515,0.2166,2.5207
8146.5,0,0,82.6298,1.8804,0.2402,2.4842
8147,0,0,82.3717,1.7879,0.2539,2.4734
8147.5,0,0,81.0925,1.6495,0.2689,2.4964
8148,0,0,81.881,1.7031,0.2631,2.4759
8148.5,0,0,80.6286,1.8446,0.2936,2.4906
8149,0,0,79.1435,1.7797,0.2979,2.4941
8149.5,0,0,74.3272,1.8302,0.2684,2.4784
8150,0,0,70.8462,1.9343,0.2574,2.4586
8150.5,0,0,67.9736,2.1745,0.2223,2.5004
8151,0,0,66.2615,2.4893,0.2068,2.5401
8151.5,0,0,67.2793,2.6873,0.1712,2.5547
8152,0,0,71.2177,2.8254,0.1385,2.5826
8152.5,0,0,73.5423,2.7089,0.1232,2.615
8153,0,0,77.1809,2.211,0.1308,2.6238
8153.5,0,0,78.9244,1.9839,0.1597,2.5635
8154,0,0,80.7221,1.9771,0.2021,2.4517
8154.5,0,0,80.1062,1.8834,0.2573,2.4574
8155,0,0,80.2527,1.86,0.2756,2.4654
8155.5,0,0,79.4772,1.802,0.2632,2.5324
8156,0,0,79.5771,1.6414,0.255,2.5299
8156.5,0,0,80.1616,1.6039,0.2652,2.5118
8157,0,0,80.2603,1.5977,0.291,2.4744
8157.5,0,0,80.1989,1.6506,0.2706,2.5064
8158,0,0,79.535,1.6915,0.2472,2.5279
8158.5,0,0,79.5734,1.6576,0.2391,2.5274
8159,0,0,79.4423,1.6492,0.2608,2.5024
8159.5,0,0,79.6923,1.6483,0.2577,2.4969
8160,0,0,79.9875,1.6581,0.2363,2.5088
8160.5,0,0,80.1188,1.4968,0.2281,2.5383
8161,0,0,80.8504,1.5282,0.2409,2.5709
8161.5,0,0,81.844,1.6431,0.2677,2.5509
8162,0,0,82.8206,1.5026,0.2829,2.4702
8162.5,0,0,82.3349,1.2993,0.2756,2.4874
8163,0,0,81.3284,1.5316,0.2551,2.5467
8163.5,0,0,82.18,1.7421,0.2721,2.5301
8164,0,0,82.7164,1.7081,0.3015,2.5154
8164.5,0,0,82.8197,1.6373,0.2992,2.5023
8165,0,0,82.8821,1.6268,0.2795,2.5337
8165.5,0,0,83.5171,1.6234,0.2691,2.5789
8166,0,0,83.6572,1.7644,0.2932,2.5047
8166.5,0,0,83.7503,1.8276,0.3014,2.4468
8167,0,0,83.5166,1.9326,0.2983,2.4808
8167.5,0,0,82.165,1.7206,0.2776,2.4368
8168,0,0,82.2649,1.6704,0.2814,2.4696
8168.5,0,0,82.4292,1.6223,0.2957,2.4685
8169,0,0,83.471,1.5887,0.287,2.4995
8169.5,0,0,83.5574,1.5465,0.2757,2.5053
8170,0,0,83.4816,1.4574,0.2671,2.5116
8170.5,0,0,82.9537,1.533,0.2938,2.5146
8171,0,0,80.318,1.5209,0.2875,2.4946
8171.5,0,0,80.0723,1.3806,0.2531,2.5069
8172,0,0,79.8345,1.3544,0.2361,2.5368
8172.5,0,0,79.6976,1.4774,0.2518,2.5227
8173,0,0,80.2098,1.6702,0.2487,2.4902
8173.5,0,0,81.9148,1.7399,0.2436,2.5887
8174,0,0,82.9004,1.3239,0.2476,2.5293
8174.5,0,0,83.685,1.0723,0.2596,2.5412
8175,0,0,83.992,1.1036,0.2479,2.5865
8175.5,0,0,84.0637,1.1401,0.2428,2.5521
8176,0,0,84.3814,1.2864,0.2713,2.5413
8176.5,0,0,84.4703,1.4786,0.2981,2.4781
8177,0,0,84.0526,1.5043,0.3027,2.4713
8177.5,0,0,83.3689,1.5638,0.2783,2.4566
8178,0,0,81.7215,1.5966,0.297,2.4748
8178.5,0,0,81.7887,1.5952,0.2788,2.4851
8179,0,0,79.8515,1.666,0.2741,2.4657
8179.5,0,0,78.0619,1.7962,0.2337,2.4617
8180,0,0,76.7807,1.6288,0.2352,2.5172
8180.5,0,0,77.041,1.6797,0.1914,2.545
8181,0,0,77.7818,1.7625,0.1911,2.5309
8181.5,0,0,77.9357,1.8562,0.1991,2.5957
8182,0,0,76.3059,1.8357,0.2553,2.6492
8182.5,0,0,72.8098,1.6444,0.2539,2.5349
8183,0,0,70.8975,1.5318,0.2501,2.499
8183.5,0,0,68.2911,1.5956,0.2496,2.4914
8184,0,1,68.2869,2.0081,0.2496,2.4958
8184.5,0,1,68.222,2.0993,0.1672,2.5789
8185,0,1,68.3054,2.0452,0.1458,2.5562
8185.5,0,1,73.0985,2.0285,0.161,2.5169
8186,0,1,74.966,2.0287,0.2343,2.4383
8186.5,1,0,75.8798,2.0329,0.238,2.4913
8187,1,0,74.633,2.0549,0.2473,2.5619
